name,rank,gamesPlayed,averageScore,accuracy
hfredimj,812,812,812,0.6
igraylingmk,813,813,813,0.1
eroycraftml,814,814,814,0.8
cmapsmm,815,815,815,0.6
akingemn,816,816,816,0.6
dorhrtmo,817,817,817,0.6
jfowlsmp,818,818,818,0.2
gmccaughenmq,819,819,819,0.1
mtommeomr,820,820,820,0.4
clabbezms,821,821,821,1.0
psealeafmt,822,822,822,0.1
awherrymu,823,823,823,0.0
clermitmv,824,824,824,0.1
jwolffersmw,825,825,825,0.8
bbulbeckmx,826,826,826,0.1
wgreenemy,827,827,827,0.3
ncroninmz,828,828,828,0.8
vbottrilln0,829,829,829,0.4
lhousecraftn1,830,830,830,0.8
ctrussloven2,831,831,831,0.8
rbeattyn3,832,832,832,0.5
ncoastn4,833,833,833,1.0
pcutlern5,834,834,834,1.0
crevensn6,835,835,835,0.1
abrasteadn7,836,836,836,0.3
lcauntn8,837,837,837,0.8
arolstonen9,838,838,838,0.1
hdimitruna,839,839,839,0.7
erishworthnb,840,840,840,0.5
swardnc,841,841,841,0.1
tstegelnd,842,842,842,0.8
fghiraldine,843,843,843,1.0
wmckuenf,844,844,844,0.4
wswornng,845,845,845,0.9
tbalchinnh,846,846,846,0.8
jjagielskini,847,847,847,0.7
pdeyenhardtnj,848,848,848,0.7
mperronenk,849,849,849,0.8
mhuglinl,850,850,850,0.5
acapitanonm,851,851,851,0.8
klummasanann,852,852,852,0.4
lmyrickno,853,853,853,0.2
hscalanp,854,854,854,0.2
msidlownq,855,855,855,0.1
ksillenr,856,856,856,0.1
hmossbeens,857,857,857,0.4
alarrettnt,858,858,858,0.8
edamrelnu,859,859,859,0.9
cfilponv,860,860,860,0.3
criseamnw,861,861,861,0.5
ebreslauernx,862,862,862,0.4
jbridgenny,863,863,863,0.5
bcharletnz,864,864,864,1.0
hhigfordo0,865,865,865,0.2
amacinherneyo1,866,866,866,0.3
rrallingo2,867,867,867,0.8
ctussaineo3,868,868,868,0.1
wmarfello4,869,869,869,0.0
sgriegero5,870,870,870,0.7
sclaphamo6,871,871,871,0.3
aatteridgeo7,872,872,872,0.4
gburnhamo8,873,873,873,0.6
vdaouto9,874,874,874,0.5
hmaccumeskeyoa,875,875,875,0.9
wpeironeob,876,876,876,0.8
mpemberyoc,877,877,877,0.7
swhyattod,878,878,878,0.5
pwonesoe,879,879,879,0.5
bgallagherof,880,880,880,0.4
ysutheringtonog,881,881,881,0.4
bivushkinoh,882,882,882,0.1
edenselloi,883,883,883,0.3
dronanoj,884,884,884,0.8
jdemancheok,885,885,885,0.9
hcallanderol,886,886,886,0.7
ecammomileom,887,887,887,0.1
ssmellieon,888,888,888,0.2
hneloo,889,889,889,0.5
blyfeop,890,890,890,1.0
fnorveloq,891,891,891,0.2
dhargeyor,892,892,892,1.0
amuslimos,893,893,893,0.1
kaubinot,894,894,894,0.6
dmoulderou,895,895,895,0.1
llittlepageov,896,896,896,0.1
dvanschafflaerow,897,897,897,0.1
aconniamox,898,898,898,0.7
snorrieoy,899,899,899,0.2
dricardetoz,900,900,900,0.7
smcgeraghtyp0,901,901,901,0.4
lperonep1,902,902,902,0.4
rmcilhargap2,903,903,903,0.0
kbartolomeop3,904,904,904,0.3
ravrahamyp4,905,905,905,0.6
fedgingtonp5,906,906,906,0.9
azorzettip6,907,907,907,0.7
apollardp7,908,908,908,0.0
rmclarensp8,909,909,909,0.5
jjanauschekp9,910,910,910,0.1
tchestermanpa,911,911,911,0.5
sfarrearspb,912,912,912,0.5
rgouldpc,913,913,913,0.2
astonebankspd,914,914,914,0.6
rseamanspe,915,915,915,0.3
aduffetpf,916,916,916,0.4
ppresswellpg,917,917,917,0.9
mmacwilliamph,918,918,918,0.6
bbennetpi,919,919,919,0.7
kchamberlainpj,920,920,920,0.3
tallderidgepk,921,921,921,0.8
bmeatonpl,922,922,922,0.3
ktesyropm,923,923,923,0.4
bclearleypn,924,924,924,0.1
rkisarpo,925,925,925,0.5
dupwardpp,926,926,926,0.6
wdennistonpq,927,927,927,0.1
ymargiottapr,928,928,928,0.5
cwickenps,929,929,929,0.0
theadingspt,930,930,930,0.8
adowspu,931,931,931,1.0
lgodneypv,932,932,932,0.9
rchristaeaspw,933,933,933,0.6
pcoshpx,934,934,934,0.4
asalomonpy,935,935,935,0.9
msullenspz,936,936,936,0.0
wtreasureq0,937,937,937,0.2
spalerq1,938,938,938,0.5
sgiovanittiq2,939,939,939,0.4
kstroulgerq3,940,940,940,0.6
rlapworthq4,941,941,941,0.7
gmclukieq5,942,942,942,0.3
galbroq6,943,943,943,0.6
parundellq7,944,944,944,0.4
mantoninq8,945,945,945,0.1
bdeveyq9,946,946,946,0.8
fgosneyeqa,947,947,947,0.3
rfogdenqb,948,948,948,0.9
vmaskallqc,949,949,949,0.9
cdanbiqd,950,950,950,0.2
aliversageqe,951,951,951,0.7
mmatejaqf,952,952,952,0.4
knutleyqg,953,953,953,0.4
lksandraqh,954,954,954,0.8
cfeatherstonhaughqi,955,955,955,0.0
dbissettqj,956,956,956,0.7
rstephensqk,957,957,957,0.4
afuidgeql,958,958,958,0.0
avonderemptenqm,959,959,959,0.4
jdonahueqn,960,960,960,0.3
bavrahmqo,961,961,961,0.2
eshervingtonqp,962,962,962,0.4
wharlingqq,963,963,963,0.7
tgreengrassqr,964,964,964,0.9
rgibkeqs,965,965,965,0.3
nscranedgeqt,966,966,966,0.5
mdoyleyqu,967,967,967,0.9
aklaggeqv,968,968,968,0.8
ddessantqw,969,969,969,0.7
ccobelliqx,970,970,970,0.8
htordiffeqy,971,971,971,0.6
dgauntqz,972,972,972,0.6
kdaethr0,973,973,973,0.3
lmcbradyr1,974,974,974,0.4
ssamudior2,975,975,975,0.6
roshavlanr3,976,976,976,0.6
idavidoffr4,977,977,977,0.7
opattlelr5,978,978,978,0.5
ppashenr6,979,979,979,0.8
gjesser7,980,980,980,0.2
babrahamsenr8,981,981,981,0.8
bliebrechtr9,982,982,982,0.6
athomingara,983,983,983,0.2
hscrinerb,984,984,984,0.1
smatelyunasrc,985,985,985,0.5
lbengefieldrd,986,986,986,0.2
rdunckleyre,987,987,987,0.8
rmcgreadyrf,988,988,988,0.3
mgerreyrg,989,989,989,0.3
jmalebyrh,990,990,990,0.4
nperringri,991,991,991,0.2
daffleckrj,992,992,992,0.2
pbullerwellrk,993,993,993,0.3
ctroppmannrl,994,994,994,0.7
aganderrm,995,995,995,0.4
vgypsonrn,996,996,996,0.0
ckyberdro,997,997,997,0.3
ajeynesrp,998,998,998,0.7
ahanrq,999,999,999,0.5
chailyrr,1000,1000,1000,0.9
